,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,Unnamed: 10,RainStatus,SnowStatus,weatherType,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT08,WT08_ATTRIBUTES
274,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/2/14,4.7,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,70,",,W",61,",,W",,,60,",,W",50,",,W",13,",,W",16.1,",,W",,,,,,,,,,
275,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/3/14,4.25,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,71,",,W",56,",,W",,,70,",,W",180,",,W",10.1,",,W",19.9,",,W",,,,,,,,,,
276,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/4/14,6.71,",,W",,,,1,0,0,1.18,",,W,2400",0,",,W,",0,",,W,",,,69,",,W",52,",,W",,,280,",,W",290,",,W",16.1,",,W",27.1,",,W",1,",,W",,,,,,,,
277,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/5/14,5.59,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,61,",,W",46,",,W",,,270,",,W",260,",,W",15,",,W",23,",,W",,,,,,,,,,
278,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/6/14,3.8,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,69,",,W",50,",,W",,,160,",,W",160,",,W",15,",,W",23.9,",,W",,,,,,,,,,
279,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/7/14,4.7,",,W",,,,1,0,0,0.06,",,W,2400",0,",,W,",0,",,W,",,,71,",,W",63,",,W",,,170,",,W",240,",,W",10.1,",,W",21,",,W",1,",,W",,,,,,,,
280,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/8/14,7.16,",,W",,,,1,0,0,0.04,",,W,2400",0,",,W,",0,",,W,",,,73,",,W",62,",,W",,,260,",,W",240,",,W",15,",,W",25.9,",,W",1,",,W",,,,,,,,
281,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/9/14,5.59,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,68,",,W",55,",,W",,,280,",,W",290,",,W",18.1,",,W",32,",,W",,,,,,,,,,
282,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/10/14,2.24,",,W",,,,0,0,0,0,"T,,W,2400",0,",,W,",0,",,W,",,,64,",,W",52,",,W",,,290,",,W",280,",,W",6.9,",,W",11,",,W",,,,,,,,,,
283,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/11/14,4.47,",,W",,,,1,0,0,0.33,",,W,2400",0,",,W,",0,",,W,",,,60,",,W",50,",,W",,,40,",,W",40,",,W",10.1,",,W",17,",,W",1,",,W",,,,,,,,
284,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/12/14,2.68,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,63,",,W",48,",,W",,,30,",,W",30,",,W",13,",,W",19,",,W",,,,,,,,,,
285,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/13/14,2.68,",,W",,,,1,0,0,0.05,",,W,2400",0,",,W,",0,",,W,",,,65,",,W",52,",,W",,,160,",,W",170,",,W",8.1,",,W",16.1,",,W",1,",,W",,,,,,,1,",,W"
286,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/14/14,4.7,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,76,",,W",63,",,W",,,180,",,W",180,",,W",13,",,W",23,",,W",1,",,W",,,,,,,,
287,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/15/14,5.14,",,W",,,,1,0,0,0.69,",,W,2400",0,",,W,",0,",,W,",,,77,",,W",69,",,W",,,170,",,W",190,",,W",14.1,",,W",25.1,",,W",1,",,W",,,,,,,1,",,W"
288,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/16/14,4.03,",,W",,,,1,0,0,1.11,",,W,2400",0,",,W,",0,",,W,",,,71,",,W",61,",,W",,,250,",,W",170,",,W",13,",,W",19.9,",,W",1,",,W",,,,,,,,
289,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/17/14,4.47,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,71,",,W",59,",,W",,,250,",,W",260,",,W",14.1,",,W",23,",,W",,,,,,,,,,
290,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/18/14,6.26,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,70,",,W",56,",,W",,,280,",,W",290,",,W",15,",,W",23,",,W",,,,,,,,,1,",,W"
291,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/19/14,7.61,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,56,",,W",44,",,W",,,300,",,W",300,",,W",17,",,W",28,",,W",,,,,,,,,,
292,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/20/14,3.8,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,60,",,W",42,",,W",,,240,",,W",260,",,W",12.1,",,W",19,",,W",,,,,,,,,1,",,W"
293,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/21/14,3.58,",,W",,,,1,0,0,0.11,",,W,2400",0,",,W,",0,",,W,",,,67,",,W",55,",,W",,,140,",,W",150,",,W",12.1,",,W",18.1,",,W",1,",,W",,,,,,,,
294,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/22/14,9.4,",,W",,,,1,0,0,1.51,",,W,2400",0,",,W,",0,",,W,",,,58,",,W",50,",,W",,,30,",,W",50,",,W",18.1,",,W",30,",,W",1,",,W",,,,,,,1,",,W"
295,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/23/14,7.61,",,W",,,,1,0,0,0.61,",,W,2400",0,",,W,",0,",,W,",,,53,",,W",50,",,W",,,40,",,W",40,",,W",12.1,",,W",25.1,",,W",1,",,W",,,,,,,,
296,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/24/14,4.47,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,63,",,W",51,",,W",,,310,",,W",300,",,W",12.1,",,W",19,",,W",,,,,,,,,,
297,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/25/14,5.82,",,W",,,,1,0,0,0.01,",,W,2400",0,",,W,",0,",,W,",,,67,",,W",50,",,W",,,300,",,W",260,",,W",13,",,W",25.9,",,W",,,,,,,,,,
298,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/26/14,7.83,",,W",,,,0,0,0,0,"T,,W,2400",0,",,W,",0,",,W,",,,63,",,W",53,",,W",,,310,",,W",310,",,W",18.1,",,W",32,",,W",,,,,,,,,,
299,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/27/14,5.14,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,63,",,W",48,",,W",,,270,",,W",270,",,W",13,",,W",21,",,W",,,,,,,,,,
300,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/28/14,2.91,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,72,",,W",53,",,W",,,240,",,W",200,",,W",12.1,",,W",19.9,",,W",,,,,,,,,,
301,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/29/14,4.92,",,W",,,,0,0,0,0,"T,,W,2400",0,",,W,",0,",,W,",,,72,",,W",51,",,W",,,310,",,W",310,",,W",14.1,",,W",23.9,",,W",,,,,,,,,1,",,W"
302,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/30/14,3.58,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,59,",,W",47,",,W",,,310,",,W",,,10.1,",,W",,,,,,,,,,,,
303,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/31/14,6.49,",,W",,,,1,0,0,0.05,",,W,2400",0,",,W,",0,",,W,",,,55,",,W",45,",,W",,,70,",,W",70,",,W",15,",,W",23,",,W",1,",,W",,,,,,,,
304,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/1/14,8.95,",,W",,,,1,0,0,0.35,",,W,2400",0,",,W,",0,",,W,",,,47,",,W",42,",,W",,,30,",,W",20,",,W",21,",,W",31.1,",,W",,,,,,,,,,
305,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/2/14,10.74,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,48,",,W",41,",,W",,,350,",,W",20,",,W",21,",,W",36,",,W",,,,,,,,,,
306,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/3/14,5.82,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,61,",,W",39,",,W",,,280,",,W",260,",,W",16.1,",,W",25.9,",,W",,,,,,,,,,
307,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/4/14,4.7,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,68,",,W",53,",,W",,,230,",,W",240,",,W",13,",,W",21.9,",,W",,,,,,,,,,
308,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/5/14,4.47,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,64,",,W",56,",,W",,,290,",,W",240,",,W",14.1,",,W",21,",,W",,,,,,,,,,
309,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/6/14,3.13,",,W",,,,1,0,0,0.37,",,W,2400",0,",,W,",0,",,W,",,,57,",,W",48,",,W",,,70,",,W",240,",,W",8.9,",,W",15,",,W",1,",,W",,,,,,,1,",,W"
310,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/7/14,7.38,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,53,",,W",40,",,W",,,310,",,W",310,",,W",17,",,W",31.1,",,W",1,",,W",,,,,,,,
311,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/8/14,6.04,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,48,",,W",36,",,W",,,280,",,W",280,",,W",16.1,",,W",21.9,",,W",,,,,,,,,,
312,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/9/14,2.68,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,57,",,W",46,",,W",,,250,",,W",250,",,W",14.1,",,W",21.9,",,W",,,,,,,,,,
313,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/10/14,2.46,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,61,",,W",44,",,W",,,250,",,W",180,",,W",8.9,",,W",13,",,W",,,,,,,,,,
314,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/11/14,3.36,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,64,",,W",49,",,W",,,170,",,W",180,",,W",10.1,",,W",19,",,W",1,",,W",,,,,,,1,",,W"
315,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/12/14,2.68,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,65,",,W",47,",,W",,,350,",,W",300,",,W",10.1,",,W",21.9,",,W",1,",,W",,,,,,,1,",,W"
316,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/13/14,3.58,",,W",,,,1,0,0,0.2,",,W,2400",0,"T,,W,",0,",,W,",,,48,",,W",36,",,W",,,280,",,W",280,",,W",8.9,",,W",15,",,W",1,",,W",,,,,,,,
317,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/14/14,7.16,",,W",,,,1,0,0,0.06,",,W,2400",0,"T,,W,",0,",,W,",,,42,",,W",35,",,W",,,300,",,W",300,",,W",14.1,",,W",23.9,",,W",1,",,W",,,,,,,,
318,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/15/14,3.58,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,42,",,W",33,",,W",,,300,",,W",290,",,W",12.1,",,W",19.9,",,W",,,,,,,,,,
319,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/16/14,3.8,",,W",,,,1,0,0,0.03,",,W,2400",0,",,W,",0,",,W,",,,45,",,W",35,",,W",,,260,",,W",250,",,W",10.1,",,W",18.1,",,W",,,,,,,,,,
320,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/17/14,3.8,",,W",,,,1,0,0,1.54,",,W,2400",0,",,W,",0,",,W,",,,52,",,W",40,",,W",,,280,",,W",290,",,W",14.1,",,W",21.9,",,W",1,",,W",,,,,,,,
321,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/18/14,10.07,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,45,",,W",24,",,W",,,280,",,W",290,",,W",21.9,",,W",33.1,",,W",,,,,,,,,,
322,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/19/14,7.16,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,36,",,W",22,",,W",,,250,",,W",250,",,W",16.1,",,W",25.1,",,W",,,,,,,,,,
323,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/20/14,7.16,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,45,",,W",31,",,W",,,290,",,W",270,",,W",17,",,W",28,",,W",,,,,,,,,,
324,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/21/14,7.61,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,37,",,W",28,",,W",,,290,",,W",320,",,W",17,",,W",25.9,",,W",,,,,,,,,,
325,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/22/14,4.92,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,44,",,W",28,",,W",,,240,",,W",260,",,W",15,",,W",25.9,",,W",,,,,,,,,,
326,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/23/14,3.8,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,57,",,W",43,",,W",,,260,",,W",240,",,W",14.1,",,W",23,",,W",,,,,,,,,,
327,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/24/14,5.37,",,W",,,,1,0,0,0.7,",,W,2400",0,",,W,",0,",,W,",,,69,",,W",53,",,W",,,180,",,W",170,",,W",17,",,W",32,",,W",1,",,W",,,,,,,1,",,W"
328,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/25/14,5.14,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,68,",,W",51,",,W",,,280,",,W",270,",,W",14.1,",,W",23,",,W",,,,,,,,,,
329,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/26/14,8.72,",,W",,,,1,1,1,1.24,",,W,2400",0.2,",,W,",0,",,W,",,,51,",,W",34,",,W",,,40,",,W",30,",,W",18.1,",,W",34,",,W",1,",,W",,,,,,,,
330,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/27/14,5.14,",,W",,,,1,0,0,0.02,",,W,2400",0,"T,,W,",0,",,W,",,,38,",,W",34,",,W",,,310,",,W",290,",,W",12.1,",,W",19.9,",,W",1,",,W",,,,,,,1,",,W"
331,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/28/14,5.82,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,37,",,W",29,",,W",,,310,",,W",290,",,W",17,",,W",25.1,",,W",,,,,,,,,,
332,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/29/14,3.58,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,45,",,W",27,",,W",,,260,",,W",260,",,W",10.1,",,W",16.1,",,W",,,,,,,,,,
333,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/30/14,4.25,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,55,",,W",45,",,W",,,250,",,W",250,",,W",13,",,W",23,",,W",,,,,,,,,,
334,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/1/14,6.71,",,W",,,,1,0,0,0.09,",,W,2400",0,",,W,",0,",,W,",,,65,",,W",42,",,W",,,250,",,W",250,",,W",14.1,",,W",23,",,W",,,,,,,,,,
335,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/2/14,9.17,",,W",,,,1,0,0,0.08,",,W,2400",0,",,W,",0,",,W,",,,43,",,W",35,",,W",,,60,",,W",60,",,W",17,",,W",25.9,",,W",1,",,W",,,,,,,1,",,W"
336,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/3/14,7.61,",,W",,,,1,0,0,0.06,",,W,2400",0,",,W,",0,",,W,",,,46,",,W",41,",,W",,,280,",,W",300,",,W",16.1,",,W",25.9,",,W",1,",,W",,,,,,,1,",,W"
337,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/4/14,5.82,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,45,",,W",37,",,W",,,280,",,W",280,",,W",13,",,W",19.9,",,W",,,,,,,,,,
338,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/5/14,6.04,",,W",,,,1,0,0,0.51,",,W,2400",0,",,W,",0,",,W,",,,44,",,W",34,",,W",,,60,",,W",60,",,W",17,",,W",21,",,W",1,",,W",,,,,,,1,",,W"
339,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/6/14,4.03,",,W",,,,1,0,0,1.22,",,W,2400",0,",,W,",0,",,W,",,,50,",,W",39,",,W",,,10,",,W",20,",,W",17,",,W",30,",,W",1,",,W",,,,,,,1,",,W"
340,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/7/14,11.86,",,W",,,,1,0,0,0.04,",,W,2400",0,",,W,",0,",,W,",,,42,",,W",30,",,W",,,30,",,W",10,",,W",25.1,",,W",40,",,W",,,,,,,,,,
341,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/8/14,11.41,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,37,",,W",24,",,W",,,70,",,W",70,",,W",19.9,",,W",29.1,",,W",,,,,,,,,,
342,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/9/14,10.29,",,W",,,,1,0,0,2.54,",,W,2400",0,",,W,",0,",,W,",,,42,",,W",36,",,W",,,50,",,W",60,",,W",21.9,",,W",32,",,W",1,",,W",,,,,,,,
343,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/10/14,8.28,",,W",,,,1,1,1,0.08,",,W,2400",1,",,W,",0,",,W,",,,40,",,W",32,",,W",,,290,",,W",310,",,W",16.1,",,W",23.9,",,W",1,",,W",,,,,,,1,",,W"
344,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/11/14,7.61,",,W",,,,1,0,0,0.01,",,W,2400",0,"T,,W,",1,",,W,",,,38,",,W",31,",,W",,,270,",,W",260,",,W",17,",,W",25.1,",,W",,,,,,,,,1,",,W"
345,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/12/14,8.05,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,38,",,W",32,",,W",,,300,",,W",300,",,W",15,",,W",25.1,",,W",,,,,,,,,,
346,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/13/14,8.95,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,44,",,W",34,",,W",,,300,",,W",300,",,W",16.1,",,W",28,",,W",,,,,,,,,,
347,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/14/14,6.04,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,46,",,W",38,",,W",,,310,",,W",300,",,W",13,",,W",19.9,",,W",,,,,,,,,,
348,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/15/14,2.68,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,48,",,W",37,",,W",,,250,",,W",300,",,W",8.1,",,W",12.1,",,W",,,,,,,,,,
349,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/16/14,3.8,",,W",,,,1,0,0,0.2,",,W,2400",0,",,W,",0,",,W,",,,49,",,W",38,",,W",,,110,",,W",150,",,W",12.1,",,W",14.1,",,W",1,",,W",,,,,,,1,",,W"
350,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/17/14,5.82,",,W",,,,1,0,0,0.02,",,W,2400",0,",,W,",0,",,W,",,,54,",,W",42,",,W",,,280,",,W",290,",,W",16.1,",,W",25.9,",,W",1,",,W",,,,,,,,
351,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/18/14,8.72,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,42,",,W",37,",,W",,,290,",,W",300,",,W",16.1,",,W",29.1,",,W",,,,,,,,,,
352,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/19/14,7.16,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,38,",,W",31,",,W",,,300,",,W",310,",,W",14.1,",,W",23.9,",,W",,,,,,,,,,
353,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/20/14,4.92,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,33,",,W",30,",,W",,,40,",,W",60,",,W",12.1,",,W",15,",,W",,,,,,,,,,
354,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/21/14,4.92,",,W",,,,0,0,0,0,"T,,W,2400",0,"T,,W,",0,",,W,",,,36,",,W",31,",,W",,,10,",,W",10,",,W",8.9,",,W",13,",,W",,,,,,,,,1,",,W"
355,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/22/14,6.04,",,W",,,,1,0,0,0.04,",,W,2400",0,",,W,",0,",,W,",,,44,",,W",35,",,W",,,70,",,W",40,",,W",12.1,",,W",16.1,",,W",1,",,W",,,,,,,1,",,W"
356,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/23/14,8.28,",,W",,,,1,0,0,0.16,",,W,2400",0,",,W,",0,",,W,",,,46,",,W",43,",,W",,,70,",,W",80,",,W",17,",,W",25.9,",,W",1,",,W",,,,,,,,
357,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/24/14,5.82,",,W",,,,1,0,0,0.8,",,W,2400",0,",,W,",0,",,W,",,,58,",,W",44,",,W",,,70,",,W",180,",,W",12.1,",,W",17,",,W",1,",,W",,,,,,,,
358,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/25/14,9.62,",,W",,,,1,0,0,0.09,",,W,2400",0,",,W,",0,",,W,",,,62,",,W",44,",,W",,,290,",,W",300,",,W",19.9,",,W",32,",,W",1,",,W",,,,,,,,
359,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/26/14,5.82,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,50,",,W",40,",,W",,,290,",,W",250,",,W",13,",,W",18.1,",,W",,,,,,,,,,
360,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/27/14,4.47,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,55,",,W",44,",,W",,,240,",,W",250,",,W",14.1,",,W",25.1,",,W",,,,,,,,,,
361,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/28/14,5.82,",,W",,,,1,0,0,0.1,",,W,2400",0,",,W,",0,",,W,",,,54,",,W",43,",,W",,,240,",,W",250,",,W",15,",,W",21.9,",,W",1,",,W",,,,,,,1,",,W"
362,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/29/14,5.14,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,44,",,W",34,",,W",,,310,",,W",320,",,W",15,",,W",25.1,",,W",,,,,,,,,,
363,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/30/14,4.25,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,34,",,W",28,",,W",,,10,",,W",300,",,W",10.1,",,W",17,",,W",,,,,,,,,,
364,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/31/14,5.59,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,32,",,W",27,",,W",,,280,",,W",280,",,W",14.1,",,W",21,",,W",,,,,,,,,,
365,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,1/1/15,7.16,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,39,",,W",27,",,W",,,260,",,W",250,",,W",17,",,W",31.1,",,W",,,,,,,,,,
366,USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,1/2/15,7.16,",,W",,,,0,0,0,0,",,W,2400",0,",,W,",0,",,W,",,,42,",,W",35,",,W",,,260,",,W",310,",,W",15,",,W",25.1,",,W",,,,,,,,,,
